epoch,lr,d_loss,g_loss,s_loss,d_loss_real,d_loss_fake,d_loss_cls,d_loss_gp,g_loss_fake,g_loss_cls,g_loss_rec,g_loss_seg_
108.0,2e-05,1525910.3664263275,311248945.9356384,8158.087138561042,-709855.2003826946,-486289.9059475064,123734.9685715958,259832.05015954303,486672.8710370213,126413.55506013334,31055525.061016083,8060.908480763435
109.0,2e-05,-801921.2520126738,311257055.68310547,8155.855699262647,-1246411.8070259541,2243.712574776262,118918.64373939832,32332.819909463735,-1378.0307508595288,129880.74387016892,31104800.485443115,8054.828965723515
110.0,2e-05,-794809.7350068502,311995774.6705322,8143.661373570945,-1143976.2377772778,-105756.33987852558,117652.74274680333,33727.010086545546,106478.630187653,130200.71975065768,31167871.889247894,8037.644969046116
111.0,2e-05,-618213.7693830868,311600478.38220215,8141.762495995305,-663261.7388350815,-575821.5541005582,119264.2457161519,50160.52828137074,576408.8470448405,130569.32240736485,31081321.937957764,8028.089965760708
112.0,2e-05,2144086.8662100905,313423512.62228394,8123.230604307351,1605036.6843487918,-2774442.8894254714,147760.04530243957,316573.29655604315,2775184.44434309,142427.17711996552,31042569.971683502,8020.144864082336
113.0,2e-05,-792861.742799439,311232046.02645874,8098.644679288818,-746233.4863611534,-485091.4339629933,123296.24197790308,31516.693578681345,486022.76656167954,125183.92685933411,31054074.273757935,8009.678793251514
114.0,2e-05,852383.671151828,310275647.33343506,8116.76825340907,-950649.3833843246,-238461.94711849093,137403.46651279257,190409.15525621065,240712.7383825779,137278.38042513857,30981769.034431458,7996.579428434372
115.0,2e-05,-728778.6366997007,312327706.40078735,8094.552549825715,-776797.2130671367,-458700.3482315093,124019.71169828738,38269.92117326784,459246.99396665394,128034.77212098241,31166055.273635864,7987.199531912804
116.0,2e-05,89667230.57383418,315875847.6859932,8110.855153624469,3562838.326112345,-4903678.9196053445,265790.9643120739,9074228.203585343,4903067.368480116,244396.41997126743,31064855.766845703,7982.642323613167
117.0,2e-05,-779781.8332471326,311460721.571228,8095.148044895494,-1070964.7092296183,-156842.0100959763,127455.45947977029,32056.94260965931,158039.96003686637,125831.32492548227,31109714.255901337,7970.771703124046
118.0,2e-05,-800976.5052130017,311982526.3199158,8081.242213215337,-1163507.7597277164,-79100.66790536791,122365.5615157779,31926.636156076267,79965.94663795829,125295.0204808414,31169758.28868866,7968.249987900257
119.0,2e-05,-782288.8619968221,310957861.52957153,8069.032548451841,-1043701.6162922829,-184850.1721213311,122365.33932561969,32389.758706483623,185666.33673445135,125988.94345012307,31056648.734344482,7971.91023427248
120.0,2e-05,-804471.3637193851,312267569.06259155,8082.577637887552,-1024189.7929647788,-226350.58098988235,120521.15720631706,32554.785336928628,227120.25245242566,126431.82424837351,31183457.42514801,7944.26904129982
121.0,2e-05,-803662.3113365993,310135724.1638489,8068.379488610166,-963100.6683989763,-276095.3908351064,119338.41057077341,31619.53365383115,276838.3398838863,124322.39625734091,30965512.7097435,7943.639769852161
122.0,2e-05,-568819.357300492,310634674.0922241,8052.974234726085,-924183.5415776148,-296138.36171895266,123417.9122356672,52808.46306420838,296983.8837541938,128023.1255244538,31013032.40629959,7934.318843901157
123.0,2e-05,-810833.8951557949,311232238.3829346,8068.868643976153,-1173348.9964666218,-74563.42611223459,118913.04860534931,31816.547909839483,75317.10486125201,129591.58387374878,31094805.643299103,7927.341213107109
124.0,2e-05,-812109.122809127,311506370.6932678,8048.7897577686035,-1228868.0798490494,-13346.472607634962,116556.57210072504,31354.88576626924,14052.701993219554,129984.44012069702,31128313.70908737,7919.657400667667
125.0,2e-05,-792292.0191716412,311587869.5409546,8049.132254921573,-815455.5570318401,-416152.4640777707,117744.53242243154,32157.14696152153,416978.4800118655,127200.0973007381,31096457.282287598,7911.828258275986
126.0,1e-05,-806817.1017884146,312267301.5570679,8013.164861346076,-664173.9371939674,-579667.4853433371,117903.29657900955,31912.102425599747,580220.8373709917,124135.68174558878,31148401.256370544,7893.236974418163
127.0,1e-05,-476947.1026309375,312164254.3132324,7993.938088266098,-659541.5633187592,-582995.6837075949,116092.50454243254,64949.76491365624,583419.2233719826,124779.92328213155,31137721.053466797,7884.490008354187
128.0,1e-05,-814469.1753305444,312198701.2066345,8016.626997216386,-795889.6921715438,-448753.10732877254,115646.28625791972,31452.73379263093,449162.1680650711,126320.5552752912,31154443.722301483,7878.130580723286
129.0,1e-05,-810448.8411539681,312187742.67233276,7990.961002466792,-593756.4655437171,-647615.3088091016,115941.79930883332,31498.11340101956,648080.550594151,126265.60643258691,31133473.371749878,7866.296945214272
130.0,1e-05,-811045.7677325904,312717089.1779785,8008.040581460606,-559564.8052885979,-690746.0739896297,116033.32139888103,32323.178964864404,691229.6319870949,126491.86784557998,31182074.39451599,7862.390599608421
131.0,1e-05,-815143.8598292954,311487430.32055664,8004.709728228113,-693684.961967662,-553451.7114798129,115650.64974145574,31634.216430098117,553864.7046283484,125047.07656503841,31072994.02494812,7857.838191330433
132.0,1e-05,-807432.7406643201,310602091.0909729,7998.028640169057,-655018.1675000489,-583497.8971459866,115760.02063903397,31532.33030747308,583938.2319229841,124665.00652238727,30981495.01240921,7853.8012962937355
133.0,1e-05,-815322.847172942,311126598.3865051,8024.038271677203,-553031.696371764,-690357.6014102101,114534.06299270332,31353.238752879635,690796.2360962033,124920.56647501886,31023235.385684967,7852.783345580101
134.0,1e-05,-821866.7828442417,311864070.1173706,7979.430787083679,-798642.7081286311,-455884.7484241724,114060.7097739022,31859.996417647453,456331.9886267483,125729.14619246125,31120353.010814667,7847.902919590473
135.0,1e-05,-814103.5353151783,310280565.3558655,7973.966890394031,-875606.1778736636,-365172.69057148695,114057.54066373664,31261.77928903506,365630.9047604799,127527.87677615881,30970898.493343353,7842.1695122122765
